日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240229,3437,特殊電極,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3439,三ツ知,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3440,日創プロニティ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3441,山王,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3443,川田テクノロジーズ,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20240229,3444,菊池製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20240229,3446,ジェイテックコーポレーション,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20240229,3447,信和,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20240229,3448,清鋼材,PRO Market,3550,金属製品,3,建設・資材,-,-
20240229,3449,テクノフレックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20240229,3450,サトウ産業,PRO Market,3550,金属製品,3,建設・資材,-,-
20240229,3451,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3452,ビーロット,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3454,ファーストブラザーズ,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3455,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3458,シーアールイー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3461,パルマ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3465,ケイアイスター不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20240229,3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3467,アグレ都市デザイン,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3469,デュアルタップ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3472,日本ホテル＆レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3475,グッドコムアセット,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3477,フォーライフ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3479,ティーケーピー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3480,ジェイ・エス・ビー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3481,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3482,ロードスターキャピタル,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3483,翔栄,PRO Market,8050,不動産業,17,不動産,-,-
20240229,3484,テンポイノベーション,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3486,グローバル・リンク・マネジメント,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3487,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3488,ザイマックス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3489,フェイスネットワーク,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3490,アズ企画設計,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3492,タカラレーベン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3493,アドバンス・ロジスティクス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240229,3494,マリオン,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3495,香陵住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3496,アズーム,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3497,ＬｅＴｅｃｈ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3498,霞ヶ関キャピタル,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240229,3501,住江織物,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3512,日本フエルト,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3513,イチカワ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3521,エコナックホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3524,日東製網,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3526,芦森工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20240229,3529,アツギ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3536,アクサスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,3537,昭栄薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,3538,ウイルプラスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3539,ＪＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,3540,歯愛メディカル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,3541,農業総合研究所,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,3542,ベガコーポレーション,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3543,コメダホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,3544,サツドラホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3546,アレンザホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3547,串カツ田中ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3548,バロックジャパンリミテッド,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3549,クスリのアオキホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,3550,スタジオアタオ,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3551,ダイニック,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3553,共和レザー,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240229,3556,リネットジャパングループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3557,ユナイテッド＆コレクティブ,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3558,ジェイドグループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3559,ピーバンドットコム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,3560,ほぼ日,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,3561,力の源ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,3562,Ｎｏ．１,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,3565,アセンテック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,3566,ユニフォームネクスト,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,3569,セーレン,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20240229,3571,ソトー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3577,東海染工,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3580,小松マテーレ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3583,オーベクス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20240229,3591,ワコールホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20240229,3593,ホギメディカル,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20240229,3597,自重堂,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20240229,3598,山喜,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20240229,3600,フジックス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20240229,3604,川本産業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20240229,3607,クラウディアホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3608,ＴＳＩホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20240229,3611,マツオカコーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20240229,3612,ワールド,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20240229,3622,ネットイヤーグループ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3623,ビリングシステム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3624,アクセルマーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3625,テックファームホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3626,ＴＩＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3627,テクミラホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3628,データホライゾン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3632,グリー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3633,ＧＭＯペパボ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3634,ソケッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3635,コーエーテクモホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3636,三菱総合研究所,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3639,ボルテージ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3640,電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3641,パピレス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3645,メディカルネット,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3646,駅探,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3647,ジー・スリーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3648,ＡＧＳ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3649,ファインデックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3653,モルフォ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3655,ブレインパッド,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3656,ＫＬａｂ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3657,ポールトゥウィンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3659,ネクソン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3660,アイスタイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3661,エムアップホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3662,エイチーム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3663,セルシス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3664,モブキャストホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3665,エニグモ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3666,テクノスジャパン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3667,ｅｎｉｓｈ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3668,コロプラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3670,協立情報通信,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3671,ソフトマックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3672,オルトプラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3673,ブロードリーフ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3674,オークファン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3675,クロス・マーケティンググループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3676,デジタルハーツホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3678,メディアドゥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3679,じげん,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3680,ホットリンク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3681,ブイキューブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3683,サイバーリンクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3686,ディー・エル・イー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3687,フィックスターズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3690,イルグルム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3691,デジタルプラス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3692,ＦＦＲＩセキュリティ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3694,オプティム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3695,ＧＭＯリサーチ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3696,セレス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3697,ＳＨＩＦＴ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3698,ＣＲＩ・ミドルウェア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3708,特種東海製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20240229,3710,ジョルダン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3712,情報企画,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3719,ジェクシード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3723,日本ファルコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3726,フォーシーズＨＤ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,3727,アプリックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3733,ソフトウェア・サービス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3738,ティーガイア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3741,セック,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3744,サイオス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3747,インタートレード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3750,サイトリ細胞研究所,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3753,フライトソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3758,アエリア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3760,ケイブ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3762,テクマトリックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3763,プロシップ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3766,システムズ・デザイン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3768,リスクモンスター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3770,ザッパラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3771,システムリサーチ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3772,ウェルス・マネジメント,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240229,3773,アドバンスト・メディア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3774,インターネットイニシアティブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,3776,ブロードバンドタワー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3777,ＦＨＴホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3778,さくらインターネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3787,テクノマセマティカル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3791,ＩＧポート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3793,ドリコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3796,いい生活,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3798,ＵＬＳグループ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3799,キーウェアソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3800,ユニリタ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3802,エコミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3803,イメージ情報開発,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3804,システム　ディ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3807,フィスコ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3810,サイバーステップ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3814,アルファクス・フード・システム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3815,メディア工房,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3816,大和コンピューター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3817,ＳＲＡホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3825,リミックスポイント,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,3826,システムインテグレータ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3834,朝日ネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3835,ｅＢＡＳＥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3836,アバントグループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3837,アドソル日進,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3839,ＯＤＫソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3840,パス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3841,ジーダット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3842,ネクストジェン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3843,フリービット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3844,コムチュア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3845,アイフリークモバイル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3847,パシフィックシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3848,データ・アプリケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3851,日本一ソフトウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3853,アステリア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3854,アイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240229,3857,ラック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3858,ユビキタスＡＩ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3861,王子ホールディングス,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,4,TOPIX Mid400
20240229,3863,日本製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,6,TOPIX Small 1
20240229,3864,三菱製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20240229,3865,北越コーポレーション,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,6,TOPIX Small 1
20240229,3877,中越パルプ工業,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20240229,3878,巴川コーポレーション,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240229,3880,大王製紙,プライム（内国株式）,3150,パルプ・紙,4,素材・化学,4,TOPIX Mid400
20240229,3891,ニッポン高度紙工業,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学,-,-
20240229,3892,岡山製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学,-,-
20240229,3895,ハビックス,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学,-,-
20240229,3896,阿波製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学,7,TOPIX Small 2
20240229,3900,クラウドワークス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3901,マークラインズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,3902,メディカル・データ・ビジョン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3903,ｇｕｍｉ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,3904,カヤック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3905,データセクション,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3907,シリコンスタジオ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240229,3908,コラボス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
