日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240329,6444,サンデン,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6445,ジャノメ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6448,ブラザー工業,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6454,マックス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6455,モリタホールディングス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20240329,6457,グローリー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6458,新晃工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6459,大和冷機工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6460,セガサミーホールディングス,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6463,ＴＰＲ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6464,ツバキ・ナカシマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6465,ホシザキ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6466,ＴＶＥ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6467,ニチダイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6469,放電精密加工研究所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6470,大豊工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6471,日本精工,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6472,ＮＴＮ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6473,ジェイテクト,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6474,不二越,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6479,ミネベアミツミ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6480,日本トムソン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6481,ＴＨＫ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6482,ユーシン精機,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6484,ＫＶＫ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6485,前澤給装工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6486,イーグル工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6488,ヨシタケ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6489,前澤工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240329,6490,日本ピラー工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6492,岡野バルブ製造,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6493,ＮＩＴＴＡＮ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240329,6494,ＮＦＫホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6495,宮入バルブ製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6496,中北製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6497,ハマイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240329,6498,キッツ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240329,6501,日立製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20240329,6503,三菱電機,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6504,富士電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6505,東洋電機製造,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6506,安川電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6507,シンフォニアテクノロジー,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6508,明電舎,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6513,オリジン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6516,山洋電気,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6517,デンヨー,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6518,三相電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6521,オキサイド,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6522,アスタリスク,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6523,ＰＨＣホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6524,湖北工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6526,ソシオネクスト,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6527,ワカ製作所,PRO Market,3650,電気機器,9,電機・精密,-,-
20240329,6532,ベイカレント・コンサルティング,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240329,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6535,アイモバイル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6537,ＷＡＳＨハウス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6538,キャリアインデックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6540,船場,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6542,ＦＣホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6543,日宣,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6544,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240329,6545,インターネットインフィニティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6546,フルテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6547,グリーンズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6548,旅工房,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6549,ディーエムソリューションズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6550,Ｕｎｉｐｏｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6551,ツナググループ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6552,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6554,エスユーエス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6556,ウェルビー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6557,ＡＩＡＩグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6558,クックビズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6560,エル・ティー・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6562,ジーニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6563,みらいワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6564,ミダックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6565,ＡＢホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6566,要興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6568,神戸天然物化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6570,共和コーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6571,キュービーネットホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6572,ＲＰＡホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6573,アジャイルメディア・ネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6574,コンヴァノ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6576,揚工舎,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6577,ベストワンドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6578,コレック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6579,ログリー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6580,ライトアップ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6584,三櫻工業,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,6,TOPIX Small 1
20240329,6586,マキタ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20240329,6588,東芝テック,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6590,芝浦メカトロニクス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6592,マブチモーター,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6594,ニデック,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20240329,6596,筑波精工,PRO Market,3650,電気機器,9,電機・精密,-,-
20240329,6597,ＨＰＣシステムズ,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6599,エブレン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6612,バルミューダ,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6613,ＱＤレーザ,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6614,シキノハイテック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6615,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6616,トレックス・セミコンダクター,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6617,東光高岳,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6619,ダブル・スコープ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6620,宮越ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240329,6622,ダイヘン,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6625,ＪＡＬＣＯホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240329,6626,ＳＥＭＩＴＥＣ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6627,テラプローブ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6629,テクノホライゾン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6630,ヤーマン,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6632,ＪＶＣケンウッド,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6633,Ｃ＆Ｇシステムズ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6634,ネクスグループ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6635,大日光・エンジニアリング,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6637,寺崎電気産業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6638,ミマキエンジニアリング,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6640,Ｉ－ＰＥＸ,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6643,戸上電機製作所,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6644,大崎電気工業,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6645,オムロン,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6647,森尾電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6648,かわでん,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6651,日東工業,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6652,ＩＤＥＣ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6653,正興電機製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6654,不二電機工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6656,インスペック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6658,シライ電子工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6659,メディアリンクス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6662,ユビテック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6663,太洋テクノレックス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6664,オプトエレクトロニクス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6666,リバーエレテック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6668,アドテック　プラズマ　テクノロジー,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6670,ＭＣＪ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6674,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6675,サクサホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6676,メルコホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6677,エスケーエレクトロニクス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6678,テクノメディカ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6694,ズーム,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6695,トリプルワン,PRO Market,3650,電気機器,9,電機・精密,-,-
20240329,6696,トラース・オン・プロダクト,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6697,テックポイント・インク　ＪＤＲ,グロース（外国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6698,ヴィスコ・テクノロジーズ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6699,ダイヤモンドエレクトリックホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6701,日本電気,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6702,富士通,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6703,沖電気工業,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6704,岩崎通信機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6706,電気興業,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6707,サンケン電気,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6715,ナカヨ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6718,アイホン,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6721,ウインテスト,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6723,ルネサスエレクトロニクス,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6724,セイコーエプソン,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6727,ワコム,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6728,アルバック,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6730,アクセル,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6731,ピクセラ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6734,ニューテック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6736,サン電子,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6737,ＥＩＺＯ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6740,ジャパンディスプレイ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6741,日本信号,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6742,京三製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6743,大同信号,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6744,能美防災,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6745,ホーチキ,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6748,星和電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6750,エレコム,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6752,パナソニック　ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6753,シャープ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6754,アンリツ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6755,富士通ゼネラル,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6757,ＯＳＧコーポレーション,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6758,ソニーグループ,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20240329,6762,ＴＤＫ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6763,帝国通信工業,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6768,タムラ製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6769,ザインエレクトロニクス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6770,アルプスアルパイン,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6771,池上通信機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6772,東京コスモス電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6775,ＴＢグループ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6776,天昇電気工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240329,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6778,アルチザネットワークス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6779,日本電波工業,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6785,鈴木,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6786,ＲＶＨ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6787,メイコー,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6788,日本トリム,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6789,ローランド　ディー．ジー．,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6794,フォスター電機,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6797,名古屋電機工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6798,ＳＭＫ,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6800,ヨコオ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6803,ティアック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6804,ホシデン,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6806,ヒロセ電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6807,日本航空電子工業,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6809,ＴＯＡ,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6810,マクセル,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6814,古野電気,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6817,スミダコーポレーション,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6819,伊豆シャボテンリゾート,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240329,6820,アイコム,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6822,大井電気,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6823,リオン,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6824,新コスモス電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6832,アオイ電子,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6834,精工技研,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6835,アライドテレシスホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6836,ぷらっとホーム,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6837,京写,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6838,多摩川ホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6840,ＡＫＩＢＡホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6841,横河電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6844,新電元工業,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6845,アズビル,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6848,東亜ディーケーケー,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6849,日本光電工業,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6850,チノー,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6853,共和電業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6855,日本電子材料,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6856,堀場製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240329,6857,アドバンテスト,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6858,小野測器,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6859,エスペック,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6861,キーエンス,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20240329,6862,ミナトホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6863,ニレコ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6864,エヌエフホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6866,日置電機,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6867,リーダー電子,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6869,シスメックス,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240329,6870,日本フェンオール,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6871,日本マイクロニクス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6874,協立電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6875,メガチップス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6879,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240329,6882,三社電機製作所,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6888,アクモス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240329,6890,フェローテックホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6894,パルステック工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6897,ツインバード,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6898,トミタ電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6899,ＡＳＴＩ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6901,澤藤電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6902,デンソー,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20240329,6904,原田工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20240329,6905,コーセル,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6907,ジオマテック,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6908,イリソ電子工業,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6912,菊水ホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20240329,6914,オプテックスグループ,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240329,6915,千代田インテグレ,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
